Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Halys Q.,Halys Q.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Mochizuki S.,Machac T.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Kotov P.,Kotov P.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Seyboth Wild T.,Rublev A.,Rublev A.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Shevchenko A.,Munar J.,Munar J.
Australian Open,2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Van De Zandschulp B.,Sinner J.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Thiem D.,Auger-Aliassime F.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Shelton B.,Shelton B.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Marterer M.,Borges N.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,Zhang Zh.,Zhang Zh.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Lestienne C.,Davidovich Fokina A.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Van Assche L.,Van Assche L.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Daniel T.,Eubanks C.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gaston H.,Carballes Baena R.,Gaston H.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Humbert U.,Humbert U.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hijikata R.,Struff J.L.,Struff J.L.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Jasika O.,Hurkacz H.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Jarry N.,Cobolli F.,Cobolli F.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Altmaier D.,Khachanov K.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Kopriva V.,Korda S.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kovacevic A.,Tabilo A.,Kovacevic A.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kypson P.,Ruusuvuori E.,Ruusuvuori E.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Wawrinka S.,Mannarino A.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Hanfmann Y.,Monfils G.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Muller A.,Grenier H.,Grenier H.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Etcheverry T.,Etcheverry T.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Bonzi B.,Musetti L.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Polmans M.,Popyrin A.,Popyrin A.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Mensik J.,Mensik J.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Bergs Z.,Tsitsipas S.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Vukic A.,Thompson J.,Thompson J.
Australian Open,2024-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Watanuki Y.,Kecmanovic M.,Kecmanovic M.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Paul T.,Paul T.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Nagal S.,Nagal S.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Fucsovics M.,Dimitrov G.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,Cazaux A.,Cazaux A.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Sonego L.,Sonego L.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fils A.,Vesely J.,Fils A.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Alcaraz C.,Alcaraz C.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Draper J.,Draper J.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Klein L.,Kwon S.W.,Klein L.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ofner S.,Kokkinakis T.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Michelsen A.,Mccabe J.,Michelsen A.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Varillas J. P.,Norrie C.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Ruud C.,Ruud C.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Nishioka Y.,Rune H.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Safiullin R.,Griekspoor T.,Griekspoor T.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Mcdonald M.,Shang J.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Valkusz M.,Purcell M.,Purcell M.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zapata Miralles B.,Lehecka J.,Lehecka J.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zeppieri G.,Lajovic D.,Zeppieri G.
Australian Open,2024-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Koepfer D.,Zverev A.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arnaldi M.,De Minaur A.,De Minaur A.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Baez S.,Galan D.E.,Baez S.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Cerundolo F.,Marozsan F.,Marozsan F.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Gaston H.,Fritz T.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Halys Q.,Korda S.,Korda S.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kotov P.,Cobolli F.,Cobolli F.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kovacevic A.,Khachanov K.,Khachanov K.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Tiafoe F.,Machac T.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Etcheverry T.,Etcheverry T.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Munar J.,Mannarino A.,Mannarino A.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Djokovic N.,Djokovic N.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Eubanks C.,Rublev A.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,O Connell C.,Shelton B.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,De Jong J.,Sinner J.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Thompson J.,Tsitsipas S.
Australian Open,2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Van Assche L.,Musetti L.,Van Assche L.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Sonego L.,Alcaraz C.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Cazaux A.,Rune H.,Cazaux A.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Borges N.,Borges N.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Fils A.,Griekspoor T.,Griekspoor T.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Grenier H.,Auger-Aliassime F.,Auger-Aliassime F.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Zhang Zh.,Humbert U.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Hurkacz H.,Mensik J.,Hurkacz H.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Kokkinakis T.,Dimitrov G.,Dimitrov G.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lehecka J.,Michelsen A.,Michelsen A.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Zeppieri G.,Norrie C.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Draper J.,Paul T.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Purcell M.,Ruud C.,Ruud C.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Ruusuvuori E.,Medvedev D.,Medvedev D.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Shang J.,Nagal S.,Shang J.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Struff J.L.,Kecmanovic M.,Kecmanovic M.
Australian Open,2024-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Klein L.,Zverev A.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Baez S.,Sinner J.,Sinner J.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Cobolli F.,De Minaur A.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Etcheverry T.,Djokovic N.,Djokovic N.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Marozsan F.,Fritz T.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Machac T.,Khachanov K.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Korda S.,Rublev A.,Rublev A.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Shelton B.,Mannarino A.
Australian Open,2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Van Assche L.,Tsitsipas S.,Tsitsipas S.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Auger-Aliassime F.,Medvedev D.,Medvedev D.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Borges N.,Dimitrov G.,Borges N.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Cazaux A.,Griekspoor T.,Cazaux A.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Humbert U.,Hurkacz H.,Hurkacz H.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Kecmanovic M.,Paul T.,Kecmanovic M.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Ruud C.,Norrie C.,Norrie C.
Australian Open,2024-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Michelsen A.,Zverev A.
Australian Open,2024-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Fritz T.,Tsitsipas S.,Fritz T.
Australian Open,2024-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Khachanov K.,Sinner J.,Sinner J.
Australian Open,2024-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Mannarino A.,Djokovic N.,Djokovic N.
Australian Open,2024-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Rublev A.,De Minaur A.,Rublev A.
Australian Open,2024-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Kecmanovic M.,Alcaraz C.
Australian Open,2024-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Borges N.,Medvedev D.,Medvedev D.
Australian Open,2024-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Hurkacz H.,Cazaux A.,Hurkacz H.
Australian Open,2024-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Norrie C.,Zverev A.,Zverev A.
Australian Open,2024-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Fritz T.,Djokovic N.,Djokovic N.
Australian Open,2024-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Rublev A.,Sinner J.
Australian Open,2024-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hurkacz H.,Medvedev D.,Medvedev D.
Australian Open,2024-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Alcaraz C.,Zverev A.
Australian Open,2024-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Sinner J.,Sinner J.
Australian Open,2024-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Zverev A.,Medvedev D.
Australian Open,2024-01-28,Grand Slam,Outdoor,Hard,The Final,5,Medvedev D.,Sinner J.,Sinner J.
Open Sud de France,2024-01-29,ATP250,Indoor,Hard,1st Round,3,Martinez P.,Munar J.,Martinez P.
Open Sud de France,2024-01-29,ATP250,Indoor,Hard,1st Round,3,Mmoh M.,Bonzi B.,Mmoh M.
Open Sud de France,2024-01-29,ATP250,Indoor,Hard,1st Round,3,Murray A.,Paire B.,Paire B.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Blanchet U.,Barrere G.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Escoffier A.,Muller A.,Muller A.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Llamas Ruiz P.,Gasquet R.,Llamas Ruiz P.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Marterer M.,Cazaux A.,Cazaux A.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Pouille L.,Mayot H.,Mayot H.
Open Sud de France,2024-01-30,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Gaston H.,Shapovalov D.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,1st Round,3,Lestienne C.,Zapata Miralles B.,Lestienne C.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,1st Round,3,Monfils G.,Cobolli F.,Cobolli F.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,1st Round,3,Svrcina D.,Shevchenko A.,Shevchenko A.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Shapovalov D.,Bublik A.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,2nd Round,3,Mmoh M.,Muller A.,Mmoh M.
Open Sud de France,2024-01-31,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Mayot H.,Mayot H.
Open Sud de France,2024-02-01,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Cazaux A.,Auger-Aliassime F.
Open Sud de France,2024-02-01,ATP250,Indoor,Hard,2nd Round,3,Barrere G.,Shevchenko A.,Shevchenko A.
Open Sud de France,2024-02-01,ATP250,Indoor,Hard,2nd Round,3,Coric B.,Martinez P.,Coric B.
Open Sud de France,2024-02-01,ATP250,Indoor,Hard,2nd Round,3,Lestienne C.,Cobolli F.,Cobolli F.
Open Sud de France,2024-02-01,ATP250,Indoor,Hard,2nd Round,3,Llamas Ruiz P.,Rune H.,Rune H.
Open Sud de France,2024-02-02,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Shevchenko A.,Bublik A.
Open Sud de France,2024-02-02,ATP250,Indoor,Hard,Quarterfinals,3,Cobolli F.,Coric B.,Coric B.
Open Sud de France,2024-02-02,ATP250,Indoor,Hard,Quarterfinals,3,Mayot H.,Auger-Aliassime F.,Auger-Aliassime F.
Open Sud de France,2024-02-02,ATP250,Indoor,Hard,Quarterfinals,3,Rune H.,Mmoh M.,Rune H.
Open Sud de France,2024-02-03,ATP250,Indoor,Hard,Semifinals,3,Bublik A.,Auger-Aliassime F.,Bublik A.
Open Sud de France,2024-02-04,ATP250,Indoor,Hard,The Final,3,Coric B.,Bublik A.,Bublik A.
Cordoba Open,2024-02-05,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Ramos-Vinolas A.,Ramos-Vinolas A.
Cordoba Open,2024-02-05,ATP250,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Bagnis F.,Bagnis F.
Cordoba Open,2024-02-05,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Seyboth Wild T.,Dellien H.
Cordoba Open,2024-02-05,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Galan D.E.,Munar J.
Open 13,2024-02-05,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Bautista Agut R.,Bautista Agut R.
Open 13,2024-02-05,ATP250,Indoor,Hard,1st Round,3,Musetti L.,Marterer M.,Musetti L.
Open 13,2024-02-05,ATP250,Indoor,Hard,1st Round,3,Shevchenko A.,Bonzi B.,Shevchenko A.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Coria F.,Coria F.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Schwartzman D.,Burruchaga R.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Barrios M.,Darderi L.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Gomez F.,Diaz Acosta F.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Carballes Baena R.,Carballes Baena R.
Cordoba Open,2024-02-06,ATP250,Outdoor,Clay,1st Round,3,Varillas J.P.,Hanfmann Y.,Hanfmann Y.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Duckworth J.,Svajda Z.,Duckworth J.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Eubanks C.,Johnson S.,Eubanks C.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Moreno De Alboran N.,Giron M.,Giron M.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Nava E.,Mmoh M.,Mmoh M.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Nishioka Y.,Atmane T.,Nishioka Y.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Purcell M.,Krueger M.,Purcell M.
Dallas Open,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Sandgren T.,Michelsen A.,Michelsen A.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Davidovich Fokina A.,Davidovich Fokina A.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Lehecka J.,Lehecka J.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Korda S.,Grenier H.,Korda S.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Murray A.,Machac T.,Machac T.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Rinderknech A.,Cressy M.,Rinderknech A.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Gaston H.,Gaston H.
Open 13,2024-02-06,ATP250,Indoor,Hard,1st Round,3,Zhang Zh.,Zeppieri G.,Zhang Zh.
Cordoba Open,2024-02-07,ATP250,Outdoor,Clay,1st Round,3,Tirante T.A.,Comesana F.,Tirante T.A.
Cordoba Open,2024-02-07,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Carballes Baena R.,Bagnis F.
Cordoba Open,2024-02-07,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Munar J.,Munar J.
Cordoba Open,2024-02-07,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Coria F.,Coria F.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Albot R.,Kudla D.,Kudla D.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Hijikata R.,Quinn E.,Hijikata R.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Koepfer D.,Kovacevic A.,Koepfer D.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Neff A.,Thompson J.,Thompson J.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,2nd Round,3,Duckworth J.,Eubanks C.,Duckworth J.
Dallas Open,2024-02-07,ATP250,Indoor,Hard,2nd Round,3,Purcell M.,Giron M.,Giron M.
Open 13,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Halys Q.,Auger-Aliassime F.,Auger-Aliassime F.
Open 13,2024-02-07,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori E.,Van Assche L.,Ruusuvuori E.
Open 13,2024-02-07,ATP250,Indoor,Hard,2nd Round,3,Bautista Agut R.,Khachanov K.,Khachanov K.
Open 13,2024-02-07,ATP250,Indoor,Hard,2nd Round,3,Humbert U.,Gaston H.,Humbert U.
Open 13,2024-02-07,ATP250,Indoor,Hard,2nd Round,3,Machac T.,Musetti L.,Machac T.
Cordoba Open,2024-02-08,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Zapata Miralles B.,Etcheverry T.
Cordoba Open,2024-02-08,ATP250,Outdoor,Clay,2nd Round,3,Ofner S.,Darderi L.,Darderi L.
Dallas Open,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Hijikata R.,Koepfer D.,Koepfer D.
Dallas Open,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Mmoh M.,Shelton B.,Shelton B.
Dallas Open,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Paul T.,Daniel T.,Paul T.
Dallas Open,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Thompson J.,Kudla D.,Thompson J.
Open 13,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Hurkacz H.,Shevchenko A.,Hurkacz H.
Open 13,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Korda S.,Dimitrov G.,Dimitrov G.
Open 13,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Lehecka J.,Rinderknech A.,Rinderknech A.
Open 13,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Ruusuvuori E.,Davidovich Fokina A.,Davidovich Fokina A.
Open 13,2024-02-08,ATP250,Indoor,Hard,2nd Round,3,Zhang Zh.,Auger-Aliassime F.,Zhang Zh.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,2nd Round,3,Dellien H.,Baez S.,Baez S.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,2nd Round,3,Diaz Acosta F.,Tirante T.A.,Diaz Acosta F.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Burruchaga R.,Hanfmann Y.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Diaz Acosta F.,Baez S.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,Quarterfinals,3,Bagnis F.,Munar J.,Bagnis F.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Coria F.,Coria F.
Cordoba Open,2024-02-09,ATP250,Outdoor,Clay,Quarterfinals,3,Hanfmann Y.,Darderi L.,Darderi L.
Dallas Open,2024-02-09,ATP250,Indoor,Hard,2nd Round,3,Michelsen A.,Tiafoe F.,Tiafoe F.
Dallas Open,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Paul T.,Koepfer D.,Paul T.
Dallas Open,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Thompson J.,Shelton B.,Shelton B.
Open 13,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Humbert U.,Davidovich Fokina A.,Humbert U.
Open 13,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Khachanov K.,Zhang Zh.,Khachanov K.
Open 13,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Machac T.,Hurkacz H.,Hurkacz H.
Open 13,2024-02-09,ATP250,Indoor,Hard,Quarterfinals,3,Rinderknech A.,Dimitrov G.,Dimitrov G.
Cordoba Open,2024-02-10,ATP250,Outdoor,Clay,Semifinals,3,Coria F.,Bagnis F.,Bagnis F.
Cordoba Open,2024-02-10,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Baez S.,Darderi L.
Dallas Open,2024-02-10,ATP250,Indoor,Hard,Quarterfinals,3,Giron M.,Tiafoe F.,Giron M.
Dallas Open,2024-02-10,ATP250,Indoor,Hard,Semifinals,3,Giron M.,Mannarino A.,Giron M.
Dallas Open,2024-02-10,ATP250,Indoor,Hard,Semifinals,3,Shelton B.,Paul T.,Paul T.
Open 13,2024-02-10,ATP250,Indoor,Hard,Semifinals,3,Humbert U.,Hurkacz H.,Humbert U.
Open 13,2024-02-10,ATP250,Indoor,Hard,Semifinals,3,Khachanov K.,Dimitrov G.,Dimitrov G.
Cordoba Open,2024-02-11,ATP250,Outdoor,Clay,The Final,3,Bagnis F.,Darderi L.,Darderi L.
Dallas Open,2024-02-11,ATP250,Indoor,Hard,The Final,3,Giron M.,Paul T.,Paul T.
Open 13,2024-02-11,ATP250,Indoor,Hard,The Final,3,Humbert U.,Dimitrov G.,Humbert U.
ABN AMRO World Tennis Tournament,2024-02-12,ATP500,Indoor,Hard,1st Round,3,Cressy M.,Auger-Aliassime F.,Auger-Aliassime F.
ABN AMRO World Tennis Tournament,2024-02-12,ATP500,Indoor,Hard,1st Round,3,De Jong J.,Raonic M.,Raonic M.
ABN AMRO World Tennis Tournament,2024-02-12,ATP500,Indoor,Hard,1st Round,3,Goffin D.,Prizmic D.,Goffin D.
ABN AMRO World Tennis Tournament,2024-02-12,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Musetti L.,Griekspoor T.
Argentina Open,2024-02-12,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Diaz Acosta F.,Diaz Acosta F.
Argentina Open,2024-02-12,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Wawrinka S.,Wawrinka S.
Argentina Open,2024-02-12,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Cilic M.,Djere L.
Delray Beach Open,2024-02-12,ATP250,Outdoor,Hard,1st Round,3,Arnaldi M.,Nishioka Y.,Arnaldi M.
Delray Beach Open,2024-02-12,ATP250,Outdoor,Hard,1st Round,3,Diallo G.,Borges N.,Borges N.
Delray Beach Open,2024-02-12,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Lestienne C.,Lestienne C.
ABN AMRO World Tennis Tournament,2024-02-13,ATP500,Indoor,Hard,1st Round,3,Bergs Z.,Rublev A.,Rublev A.
ABN AMRO World Tennis Tournament,2024-02-13,ATP500,Indoor,Hard,1st Round,3,Bublik A.,Coric B.,Bublik A.
